Station_ID	Station_Name	Latitude	Longitude	Elevation_ft	Elevation_m	River_Basin	Record_Type	Month	Insolation_MJperM2	Avg_SWE_Inches	SWE_Inches_SD	SWE_Inches_n	Avg_diff_inches	Avg_diff_SD	Avg_diff_n
SAS	Sachse Springs	38.085	-119.837	7900	2410	Tuolumne	MONTHLY	January	249.95	3.13395538381421		1			
SAS	Sachse Springs	38.085	-119.837	7900	2410	Tuolumne	MONTHLY	February	329.9	24.6713142150824		35			
SAS	Sachse Springs	38.085	-119.837	7900	2410	Tuolumne	MONTHLY	March	532.26	34.0071528354091		41			
SAS	Sachse Springs	38.085	-119.837	7900	2410	Tuolumne	MONTHLY	April	664.95	34.196538449891		61			
SAS	Sachse Springs	38.085	-119.837	7900	2410	Tuolumne	MONTHLY	May	788.85	19.694616247887		23			
SAS	Sachse Springs	38.085	-119.837	7900	2410	Tuolumne	MONTHLY	June	797.39			0			
SAS	Sachse Springs	38.085	-119.837	7900	2410	Tuolumne	MONTHLY	July	806.65			0			
SAS	Sachse Springs	38.085	-119.837	7900	2410	Tuolumne	MONTHLY	August	725.35			0			
SAS	Sachse Springs	38.085	-119.837	7900	2410	Tuolumne	MONTHLY	September	580.07			0			
SAS	Sachse Springs	38.085	-119.837	7900	2410	Tuolumne	MONTHLY	October	396.98			0			
SAS	Sachse Springs	38.085	-119.837	7900	2410	Tuolumne	MONTHLY	November	264.22			0			
SAS	Sachse Springs	38.085	-119.837	7900	2410	Tuolumne	MONTHLY	December	216.39			0			
SLI	Slide Canyon	38.092	-119.43	9200	2800	Tuolumne	ONLY_DAILY	January	178.64	21.044939516129	11.2794300735593	32			
SLI	Slide Canyon	38.092	-119.43	9200	2800	Tuolumne	ONLY_DAILY	February	246.59	29.9247334807115	13.8151841411155	31			
SLI	Slide Canyon	38.092	-119.43	9200	2800	Tuolumne	ONLY_DAILY	March	421.39	38.4810846774194	16.069631073605	30			
SLI	Slide Canyon	38.092	-119.43	9200	2800	Tuolumne	ONLY_DAILY	April	556.45	43.2556896551724	19.6351024285692	29			
SLI	Slide Canyon	38.092	-119.43	9200	2800	Tuolumne	ONLY_DAILY	May	686.8	30.5499332591769	23.0154964150139	29			
SLI	Slide Canyon	38.092	-119.43	9200	2800	Tuolumne	ONLY_DAILY	June	707.17	12.7695238095238	20.1892908746194	28			
SLI	Slide Canyon	38.092	-119.43	9200	2800	Tuolumne	ONLY_DAILY	July	707.27	1.8081797235023	5.72419256789259	28			
SLI	Slide Canyon	38.092	-119.43	9200	2800	Tuolumne	ONLY_DAILY	August	615.71	0.0197926267281106	0.100397952313064	28			
SLI	Slide Canyon	38.092	-119.43	9200	2800	Tuolumne	ONLY_DAILY	September	467.57	0.0177471264367816	0.081773819653563	29			
SLI	Slide Canyon	38.092	-119.43	9200	2800	Tuolumne	ONLY_DAILY	October	301.76	0.380383064516129	0.687057008309779	32			
SLI	Slide Canyon	38.092	-119.43	9200	2800	Tuolumne	ONLY_DAILY	November	190.33	3.32339047619048	2.9416148087255	35			
SLI	Slide Canyon	38.092	-119.43	9200	2800	Tuolumne	ONLY_DAILY	December	151.75	11.1117790811339	6.84700765071856	33			
SNF	Snow Flat	37.827	-119.497	8700	2650	Merced	BOTH	January	241.46	14.9038477884826	6.51461221515731	78			
SNF	Snow Flat	37.827	-119.497	8700	2650	Merced	BOTH	February	321.64	29.5272052629187	12.6157595025191	78	3.12315270935961	4.37492971020787	8
SNF	Snow Flat	37.827	-119.497	8700	2650	Merced	BOTH	March	526.71	38.8007716942451	14.422972132316	78	2.29117511520737	9.50997953567564	8
SNF	Snow Flat	37.827	-119.497	8700	2650	Merced	BOTH	April	668.31	36.7949628883672	16.8468485687759	78	-6.86027777777778	7.17638643025139	6
SNF	Snow Flat	37.827	-119.497	8700	2650	Merced	BOTH	May	802.45	30.507095873261	19.1612661779697	79	-13.2498924731183	8.34080268901331	6
SNF	Snow Flat	37.827	-119.497	8700	2650	Merced	BOTH	June	815.44	10.9942640738163	7.0491000233468	78			
SNF	Snow Flat	37.827	-119.497	8700	2650	Merced	BOTH	July	822.64	1.98368779940172	1.56006255308621	78			
SNF	Snow Flat	37.827	-119.497	8700	2650	Merced	BOTH	August	732.14	0	0	4			
SNF	Snow Flat	37.827	-119.497	8700	2650	Merced	BOTH	September	576.74	0.0642027215132	0.0493558680422492	78			
SNF	Snow Flat	37.827	-119.497	8700	2650	Merced	BOTH	October	388.56	0.234058779332067	0.109157083575205	78			
SNF	Snow Flat	37.827	-119.497	8700	2650	Merced	BOTH	November	255.67	3.06631584675969	1.36668956785302	78			
SNF	Snow Flat	37.827	-119.497	8700	2650	Merced	BOTH	December	208.39	9.1768388384146	3.81500529149649	78			
SPF	Spotted Fawn	38.092	-119.758	7800	2380	Tuolumne	MONTHLY	January	200.66	3.1447917669264		1			
SPF	Spotted Fawn	38.092	-119.758	7800	2380	Tuolumne	MONTHLY	February	277.89	26.4821065092818		16			
SPF	Spotted Fawn	38.092	-119.758	7800	2380	Tuolumne	MONTHLY	March	475.19	35.558401534166		24			
SPF	Spotted Fawn	38.092	-119.758	7800	2380	Tuolumne	MONTHLY	April	625.27	41.2894102279012		51			
SPF	Spotted Fawn	38.092	-119.758	7800	2380	Tuolumne	MONTHLY	May	770.34	45.6352257653622		4			
SPF	Spotted Fawn	38.092	-119.758	7800	2380	Tuolumne	MONTHLY	June	790.37			0			
SPF	Spotted Fawn	38.092	-119.758	7800	2380	Tuolumne	MONTHLY	July	793.52			0			
SPF	Spotted Fawn	38.092	-119.758	7800	2380	Tuolumne	MONTHLY	August	691.37			0			
SPF	Spotted Fawn	38.092	-119.758	7800	2380	Tuolumne	MONTHLY	September	526.13			0			
SPF	Spotted Fawn	38.092	-119.758	7800	2380	Tuolumne	MONTHLY	October	339.94			0			
SPF	Spotted Fawn	38.092	-119.758	7800	2380	Tuolumne	MONTHLY	November	214.28			0			
SPF	Spotted Fawn	38.092	-119.758	7800	2380	Tuolumne	MONTHLY	December	170.69			0			
STR	Ostrander Lake	37.637	-119.55	8200	2500	Merced	BOTH	January	164.38	15.9975758776226	7.91547894191623	77			
STR	Ostrander Lake	37.637	-119.55	8200	2500	Merced	BOTH	February	238.34	23.706224605635	10.9797518005017	76	2.76348891625616	4.01100081140983	20
STR	Ostrander Lake	37.637	-119.55	8200	2500	Merced	BOTH	March	429.05	30.2788386526123	13.4129899364952	76	1.18866129032258	5.39906732611746	20
STR	Ostrander Lake	37.637	-119.55	8200	2500	Merced	BOTH	April	588.85	30.2659312288867	15.364819492942	76	-4.057025	7.9051949172153	20
STR	Ostrander Lake	37.637	-119.55	8200	2500	Merced	BOTH	May	746.59	18.751480455051	17.5687103249621	77	-11.2722903225806	6.53771172111786	20
STR	Ostrander Lake	37.637	-119.55	8200	2500	Merced	BOTH	June	774.85	2.92541058633504	5.24480642020571	76			
STR	Ostrander Lake	37.637	-119.55	8200	2500	Merced	BOTH	July	773.53	0.0150481673492381	0.0457740597659183	77			
STR	Ostrander Lake	37.637	-119.55	8200	2500	Merced	BOTH	August	657.88	0	0	26			
STR	Ostrander Lake	37.637	-119.55	8200	2500	Merced	BOTH	September	481.48	0	0	27			
STR	Ostrander Lake	37.637	-119.55	8200	2500	Merced	BOTH	October	295.98	0.215453107665819	0.28446455940414	80			
STR	Ostrander Lake	37.637	-119.55	8200	2500	Merced	BOTH	November	177.31	1.81885672364098	1.22054005756065	80			
STR	Ostrander Lake	37.637	-119.55	8200	2500	Merced	BOTH	December	137.48	7.47371508970415	3.84549300681038	77			
THE	Lake Thomas A Edison	37.382	-119.02	7800	2380	San Joaquin	MONTHLY	January	203.81	11.0257485474399		3			
THE	Lake Thomas A Edison	37.382	-119.02	7800	2380	San Joaquin	MONTHLY	February	281.32	13.9145069504124		45			
THE	Lake Thomas A Edison	37.382	-119.02	7800	2380	San Joaquin	MONTHLY	March	479.23	15.5884055032901		50			
THE	Lake Thomas A Edison	37.382	-119.02	7800	2380	San Joaquin	MONTHLY	April	628.23	10.5384936519733		49			
THE	Lake Thomas A Edison	37.382	-119.02	7800	2380	San Joaquin	MONTHLY	May	771.93	0.716686873057109		24			
THE	Lake Thomas A Edison	37.382	-119.02	7800	2380	San Joaquin	MONTHLY	June	791.15			0			
THE	Lake Thomas A Edison	37.382	-119.02	7800	2380	San Joaquin	MONTHLY	July	794.77			0			
THE	Lake Thomas A Edison	37.382	-119.02	7800	2380	San Joaquin	MONTHLY	August	693.97			0			
THE	Lake Thomas A Edison	37.382	-119.02	7800	2380	San Joaquin	MONTHLY	September	530.01			0			
THE	Lake Thomas A Edison	37.382	-119.02	7800	2380	San Joaquin	MONTHLY	October	343.76			0			
THE	Lake Thomas A Edison	37.382	-119.02	7800	2380	San Joaquin	MONTHLY	November	217.55			0			
THE	Lake Thomas A Edison	37.382	-119.02	7800	2380	San Joaquin	MONTHLY	December	173.76			0			
TMR	Tamarack Summit	37.165	-119.2	7550	2300	San Joaquin	ONLY_DAILY	January	182.04	12.3091663576814	7.5915229974284	36			
TMR	Tamarack Summit	37.165	-119.2	7550	2300	San Joaquin	ONLY_DAILY	February	257.48	19.5843918918919	10.8262157713402	37			
TMR	Tamarack Summit	37.165	-119.2	7550	2300	San Joaquin	ONLY_DAILY	March	451.02	25.3402441150828	13.5739868202087	37			
TMR	Tamarack Summit	37.165	-119.2	7550	2300	San Joaquin	ONLY_DAILY	April	604.67	21.2136396396396	17.6392269527321	37			
TMR	Tamarack Summit	37.165	-119.2	7550	2300	San Joaquin	ONLY_DAILY	May	754.32	8.41606630824373	15.1241358692162	36			
TMR	Tamarack Summit	37.165	-119.2	7550	2300	San Joaquin	ONLY_DAILY	June	777.75	1.55437962962963	4.51512073782756	36			
TMR	Tamarack Summit	37.165	-119.2	7550	2300	San Joaquin	ONLY_DAILY	July	778.9	0.0001743679163034	0.0010606386277765	37			
TMR	Tamarack Summit	37.165	-119.2	7550	2300	San Joaquin	ONLY_DAILY	August	671.66	0.00020924149956408	0.0012727663533318	37			
TMR	Tamarack Summit	37.165	-119.2	7550	2300	San Joaquin	ONLY_DAILY	September	502.37	0.000648648648648649	0.00394557569532858	37			
TMR	Tamarack Summit	37.165	-119.2	7550	2300	San Joaquin	ONLY_DAILY	October	317.23	0.165492589363557	0.447703736740441	37			
TMR	Tamarack Summit	37.165	-119.2	7550	2300	San Joaquin	ONLY_DAILY	November	195.31	1.10875675675676	1.3451398606631	37			
TMR	Tamarack Summit	37.165	-119.2	7550	2300	San Joaquin	ONLY_DAILY	December	153.66	4.99612467306016	3.43984707036643	37			
TNY	Tenaya Lake	37.838	-119.448	8150	2480	Merced	BOTH	January	177.54	16.0695217025598	7.47366931727683	85			
TNY	Tenaya Lake	37.838	-119.448	8150	2480	Merced	BOTH	February	261.83	22.1773150942815	10.3207369312121	84	1.66123973727422	3.46155161495786	9
TNY	Tenaya Lake	37.838	-119.448	8150	2480	Merced	BOTH	March	455.27	30.0695148622306	13.5815152806831	84	-0.211451612903226	3.29997395116849	10
TNY	Tenaya Lake	37.838	-119.448	8150	2480	Merced	BOTH	April	604.95	31.7504623762893	14.8570411314362	84	-1.53186666666667	4.67005962422614	10
TNY	Tenaya Lake	37.838	-119.448	8150	2480	Merced	BOTH	May	746.48	15.606417303365	12.5037722962771	84	-10.009064516129	5.10472262224537	10
TNY	Tenaya Lake	37.838	-119.448	8150	2480	Merced	BOTH	June	768.16	1.28685322948106	1.15357554566392	84			
TNY	Tenaya Lake	37.838	-119.448	8150	2480	Merced	BOTH	July	769.37	0	0	15			
TNY	Tenaya Lake	37.838	-119.448	8150	2480	Merced	BOTH	August	669.45	0.00542337083808053	0.00859319985452706	84			
TNY	Tenaya Lake	37.838	-119.448	8150	2480	Merced	BOTH	September	506.39	0	0	15			
TNY	Tenaya Lake	37.838	-119.448	8150	2480	Merced	BOTH	October	322.2	0.243496994358999	0.256066843435026	87			
TNY	Tenaya Lake	37.838	-119.448	8150	2480	Merced	BOTH	November	192.57	2.21093965307544	1.22629137148347	87			
TNY	Tenaya Lake	37.838	-119.448	8150	2480	Merced	BOTH	December	146.99	8.52652898561658	3.84411834676299	86			
TUM	Tuolumne Meadows	37.873	-119.35	8600	2620	Tuolumne	BOTH	January	211.48	11.8956346527431	7.75356609748748	84			
TUM	Tuolumne Meadows	37.873	-119.35	8600	2620	Tuolumne	BOTH	February	290.13	20.1244595239121	16.1976447855857	84	0.218550756509501	4.68178902772858	28
TUM	Tuolumne Meadows	37.873	-119.35	8600	2620	Tuolumne	BOTH	March	491.61	25.5035825426094	20.5874134558499	84	-2.87339950372208	6.91351016933095	26
TUM	Tuolumne Meadows	37.873	-119.35	8600	2620	Tuolumne	BOTH	April	642.28	16.1250615652179	11.6060814882204	84	-7.74334259259259	5.12259207221203	24
TUM	Tuolumne Meadows	37.873	-119.35	8600	2620	Tuolumne	BOTH	May	788.11	6.44756230657128	8.3224182783607	84	-11.2804420549582	8.65596888208745	27
TUM	Tuolumne Meadows	37.873	-119.35	8600	2620	Tuolumne	BOTH	June	807.55	0.411105969267936	1.56099356708912	84			
TUM	Tuolumne Meadows	37.873	-119.35	8600	2620	Tuolumne	BOTH	July	811.35	0.00764905134387658	0.0135378196170192	84			
TUM	Tuolumne Meadows	37.873	-119.35	8600	2620	Tuolumne	BOTH	August	709.03	0.0126245818914376	0.0192127423558996	84			
TUM	Tuolumne Meadows	37.873	-119.35	8600	2620	Tuolumne	BOTH	September	543.07	0.00578249784976099	0.0235104244510068	84			
TUM	Tuolumne Meadows	37.873	-119.35	8600	2620	Tuolumne	BOTH	October	353.87	0.212156201948384	0.254092604874542	87			
TUM	Tuolumne Meadows	37.873	-119.35	8600	2620	Tuolumne	BOTH	November	225.4	1.91584291089728	1.4905109522259	87			
TUM	Tuolumne Meadows	37.873	-119.35	8600	2620	Tuolumne	BOTH	December	180.71	6.14427141678786	4.03323415436486	86			
UKR	Upper Kibbie Ridge	38.043	-119.887	6700	2040	Tuolumne	MONTHLY	January	220.81	3.14399612943164		1			
UKR	Upper Kibbie Ridge	38.043	-119.887	6700	2040	Tuolumne	MONTHLY	February	297.7	13.4850899654795		15			
UKR	Upper Kibbie Ridge	38.043	-119.887	6700	2040	Tuolumne	MONTHLY	March	491.85	18.7093346369346		22			
UKR	Upper Kibbie Ridge	38.043	-119.887	6700	2040	Tuolumne	MONTHLY	April	626.57	14.5521585081227		52			
UKR	Upper Kibbie Ridge	38.043	-119.887	6700	2040	Tuolumne	MONTHLY	May	753.39	5.32420429756907		3			
UKR	Upper Kibbie Ridge	38.043	-119.887	6700	2040	Tuolumne	MONTHLY	June	765.41			0			
UKR	Upper Kibbie Ridge	38.043	-119.887	6700	2040	Tuolumne	MONTHLY	July	772.35			0			
UKR	Upper Kibbie Ridge	38.043	-119.887	6700	2040	Tuolumne	MONTHLY	August	686.77			0			
UKR	Upper Kibbie Ridge	38.043	-119.887	6700	2040	Tuolumne	MONTHLY	September	539.25			0			
UKR	Upper Kibbie Ridge	38.043	-119.887	6700	2040	Tuolumne	MONTHLY	October	360.69			0			
UKR	Upper Kibbie Ridge	38.043	-119.887	6700	2040	Tuolumne	MONTHLY	November	234.53			0			
UKR	Upper Kibbie Ridge	38.043	-119.887	6700	2040	Tuolumne	MONTHLY	December	189.7			0			
VLC	Volcanic Knob	37.388	-118.903	10050	3060	San Joaquin	BOTH	January	182.61	12.1739172100589	7.37044676373848	71			
VLC	Volcanic Knob	37.388	-118.903	10050	3060	San Joaquin	BOTH	February	260.39	16.6829747932286	10.0853170334331	71	-5.08669642857143	10.7547814053148	4
VLC	Volcanic Knob	37.388	-118.903	10050	3060	San Joaquin	BOTH	March	461.67	23.1131049646881	12.1813589601769	71	0.184516129032261	0.745427406747625	2
VLC	Volcanic Knob	37.388	-118.903	10050	3060	San Joaquin	BOTH	April	627.33	26.3117230121538	13.1442839961185	71	-2.14114035087719	3.47886277903859	19
VLC	Volcanic Knob	37.388	-118.903	10050	3060	San Joaquin	BOTH	May	791.39	18.0499148759434	12.277755095955	71	-9.07606451612903	7.45450260754603	5
VLC	Volcanic Knob	37.388	-118.903	10050	3060	San Joaquin	BOTH	June	819.87	5.18721189125676	7.27619383498707	71			
VLC	Volcanic Knob	37.388	-118.903	10050	3060	San Joaquin	BOTH	July	819.08	0.416253787663795	1.18967650135139	71			
VLC	Volcanic Knob	37.388	-118.903	10050	3060	San Joaquin	BOTH	August	699.48	0.00271228716907664	0.00409602976599199	71			
VLC	Volcanic Knob	37.388	-118.903	10050	3060	San Joaquin	BOTH	September	516.19	0.00239147470328304	0.00282484852255946	71			
VLC	Volcanic Knob	37.388	-118.903	10050	3060	San Joaquin	BOTH	October	321.81	0.281496712279873	0.292112452044122	73			
VLC	Volcanic Knob	37.388	-118.903	10050	3060	San Joaquin	BOTH	November	196.3	2.64499501594096	1.75883436731401	73			
VLC	Volcanic Knob	37.388	-118.903	10050	3060	San Joaquin	BOTH	December	153.92	6.64549157187002	4.16453162529696	72			
VNN	Vernon Lake	38.017	-119.717	6700	2040	Tuolumne	MONTHLY	January	198.03			0			
VNN	Vernon Lake	38.017	-119.717	6700	2040	Tuolumne	MONTHLY	February	274.04	18.0539240409452		21			
VNN	Vernon Lake	38.017	-119.717	6700	2040	Tuolumne	MONTHLY	March	466	20.2288948855103		25			
VNN	Vernon Lake	38.017	-119.717	6700	2040	Tuolumne	MONTHLY	April	607.73	18.9344174376342		53			
VNN	Vernon Lake	38.017	-119.717	6700	2040	Tuolumne	MONTHLY	May	742.33	4.37661797524489		39			
VNN	Vernon Lake	38.017	-119.717	6700	2040	Tuolumne	MONTHLY	June	759.27			0			
VNN	Vernon Lake	38.017	-119.717	6700	2040	Tuolumne	MONTHLY	July	763.45			0			
VNN	Vernon Lake	38.017	-119.717	6700	2040	Tuolumne	MONTHLY	August	670			0			
VNN	Vernon Lake	38.017	-119.717	6700	2040	Tuolumne	MONTHLY	September	514.73			0			
VNN	Vernon Lake	38.017	-119.717	6700	2040	Tuolumne	MONTHLY	October	334.96			0			
VNN	Vernon Lake	38.017	-119.717	6700	2040	Tuolumne	MONTHLY	November	211.34			0			
VNN	Vernon Lake	38.017	-119.717	6700	2040	Tuolumne	MONTHLY	December	167.8			0			
WHW	White Wolf	37.8595	-119.6516	7900	2410	Tuolumne	ONLY_DAILY	January	194.38	12.9758064516129	8.98326409188839	8			
WHW	White Wolf	37.8595	-119.6516	7900	2410	Tuolumne	ONLY_DAILY	February	271.38	20.2886314655172	12.9063342400983	8			
WHW	White Wolf	37.8595	-119.6516	7900	2410	Tuolumne	ONLY_DAILY	March	468.67	26.348185483871	15.433344945136	8			
WHW	White Wolf	37.8595	-119.6516	7900	2410	Tuolumne	ONLY_DAILY	April	621.78	24.9016666666667	18.0868835224744	8			
WHW	White Wolf	37.8595	-119.6516	7900	2410	Tuolumne	ONLY_DAILY	May	770.6	11.5338709677419	14.2922978734889	8			
WHW	White Wolf	37.8595	-119.6516	7900	2410	Tuolumne	ONLY_DAILY	June	792.51	1.82916666666667	3.73689912619609	8			
WHW	White Wolf	37.8595	-119.6516	7900	2410	Tuolumne	ONLY_DAILY	July	794.74	0	0	8			
WHW	White Wolf	37.8595	-119.6516	7900	2410	Tuolumne	ONLY_DAILY	August	688.97	0	0	8			
WHW	White Wolf	37.8595	-119.6516	7900	2410	Tuolumne	ONLY_DAILY	September	520.24	0	0	8			
WHW	White Wolf	37.8595	-119.6516	7900	2410	Tuolumne	ONLY_DAILY	October	332.9	0.0280241935483871	0.0717641607444512	8			
WHW	White Wolf	37.8595	-119.6516	7900	2410	Tuolumne	ONLY_DAILY	November	208	0.487083333333333	0.5587157538953	8			
WHW	White Wolf	37.8595	-119.6516	7900	2410	Tuolumne	ONLY_DAILY	December	165.07	5.31920362903226	4.35539194694531	8			
WLW	Wilma Lake	38.083	-119.633	8000	2440	Tuolumne	MONTHLY	January	211.6	3.14720480257645		1			
WLW	Wilma Lake	38.083	-119.633	8000	2440	Tuolumne	MONTHLY	February	289.49	24.3274783875392		17			
WLW	Wilma Lake	38.083	-119.633	8000	2440	Tuolumne	MONTHLY	March	488.74	35.0317213006818		24			
WLW	Wilma Lake	38.083	-119.633	8000	2440	Tuolumne	MONTHLY	April	635.95	39.2097550294646		53			
WLW	Wilma Lake	38.083	-119.633	8000	2440	Tuolumne	MONTHLY	May	777.17	38.6403430414176		6			
WLW	Wilma Lake	38.083	-119.633	8000	2440	Tuolumne	MONTHLY	June	794.87			0			
WLW	Wilma Lake	38.083	-119.633	8000	2440	Tuolumne	MONTHLY	July	799.18			0			
WLW	Wilma Lake	38.083	-119.633	8000	2440	Tuolumne	MONTHLY	August	701.49			0			
WLW	Wilma Lake	38.083	-119.633	8000	2440	Tuolumne	MONTHLY	September	539.22			0			
WLW	Wilma Lake	38.083	-119.633	8000	2440	Tuolumne	MONTHLY	October	352.91			0			
WLW	Wilma Lake	38.083	-119.633	8000	2440	Tuolumne	MONTHLY	November	225.13			0			
WLW	Wilma Lake	38.083	-119.633	8000	2440	Tuolumne	MONTHLY	December	180.12			0			
