Station_ID	Station_Name	Latitude	Longitude	Elevation_ft	Elevation_m	River_Basin	Record_Type	Month	Insolation_MJperM2	Avg_SWE_Inches	SWE_Inches_SD	SWE_Inches_n	Avg_diff_inches	Avg_diff_SD	Avg_diff_n
GRV	Graveyard Meadow	37.465	-119.29	6900	2100	San Joaquin	ONLY_DAILY	December	224.8	3.97085607940447	3.39077607631152	30			
HCL	Huckleberry Lake	38.102	-119.745	7800	2380	Tuolumne	MONTHLY	January	201.03	3.13378455665931		2			
HCL	Huckleberry Lake	38.102	-119.745	7800	2380	Tuolumne	MONTHLY	February	278.18	24.0219284519808		16			
HCL	Huckleberry Lake	38.102	-119.745	7800	2380	Tuolumne	MONTHLY	March	475.24	34.091617116661		23			
HCL	Huckleberry Lake	38.102	-119.745	7800	2380	Tuolumne	MONTHLY	April	625.35	37.2813520706772		52			
HCL	Huckleberry Lake	38.102	-119.745	7800	2380	Tuolumne	MONTHLY	May	769.83	33.4646232575962		3			
HCL	Huckleberry Lake	38.102	-119.745	7800	2380	Tuolumne	MONTHLY	June	789.54			0			
HCL	Huckleberry Lake	38.102	-119.745	7800	2380	Tuolumne	MONTHLY	July	792.85			0			
HCL	Huckleberry Lake	38.102	-119.745	7800	2380	Tuolumne	MONTHLY	August	691.48			0			
HCL	Huckleberry Lake	38.102	-119.745	7800	2380	Tuolumne	MONTHLY	September	526.1			0			
HCL	Huckleberry Lake	38.102	-119.745	7800	2380	Tuolumne	MONTHLY	October	340.35			0			
HCL	Huckleberry Lake	38.102	-119.745	7800	2380	Tuolumne	MONTHLY	November	214.53			0			
HCL	Huckleberry Lake	38.102	-119.745	7800	2380	Tuolumne	MONTHLY	December	170.73			0			
HRS	Horse Meadow	38.158	-119.662	8400	2560	Tuolumne	BOTH	January	180.26	21.3576586939456	10.5867430781621	70	3.37741935483871		1
HRS	Horse Meadow	38.158	-119.662	8400	2560	Tuolumne	BOTH	February	234.75	33.0245969926505	16.4911183569535	70	5.63958970702619	4.71705914797656	19
HRS	Horse Meadow	38.158	-119.662	8400	2560	Tuolumne	BOTH	March	381.55	43.270440094207	19.3142696299316	70	3.69279569892473	9.70606077562525	18
HRS	Horse Meadow	38.158	-119.662	8400	2560	Tuolumne	BOTH	April	493.5	44.2836334131682	20.7087899272352	70	-2.64042424242424	9.1832436998661	22
HRS	Horse Meadow	38.158	-119.662	8400	2560	Tuolumne	BOTH	May	587.36	28.4633198694547	18.053201504622	70	-14.7659932088285	6.55778886168878	19
HRS	Horse Meadow	38.158	-119.662	8400	2560	Tuolumne	BOTH	June	592.31	6.01513924400946	8.45792018073447	70			
HRS	Horse Meadow	38.158	-119.662	8400	2560	Tuolumne	BOTH	July	599.34	0.227296268050299	0.730578287194844	70			
HRS	Horse Meadow	38.158	-119.662	8400	2560	Tuolumne	BOTH	August	541.11	0.0103970012838993	0.040992512708894	70			
HRS	Horse Meadow	38.158	-119.662	8400	2560	Tuolumne	BOTH	September	419.66	5.50855660921776e-05	0.000237473185020644	70			
HRS	Horse Meadow	38.158	-119.662	8400	2560	Tuolumne	BOTH	October	282.91	0.195335729578734	0.186567634374091	71			
HRS	Horse Meadow	38.158	-119.662	8400	2560	Tuolumne	BOTH	November	189.57	3.3922792935302	2.01047486040022	71			
HRS	Horse Meadow	38.158	-119.662	8400	2560	Tuolumne	BOTH	December	156.62	12.2265293690046	6.4174436372328	71			
HRT	Heart Lake	37.272	-118.877	10100	3080	San Joaquin	MONTHLY	January	204.69	3.13706688208262		2			
HRT	Heart Lake	37.272	-118.877	10100	3080	San Joaquin	MONTHLY	February	282.38	16.4095083533448		19			
HRT	Heart Lake	37.272	-118.877	10100	3080	San Joaquin	MONTHLY	March	482.37	20.0514576152607		15			
HRT	Heart Lake	37.272	-118.877	10100	3080	San Joaquin	MONTHLY	April	635.41	22.4640879561701		63			
HRT	Heart Lake	37.272	-118.877	10100	3080	San Joaquin	MONTHLY	May	783.92	18.6523163663314		12			
HRT	Heart Lake	37.272	-118.877	10100	3080	San Joaquin	MONTHLY	June	804.91			0			
HRT	Heart Lake	37.272	-118.877	10100	3080	San Joaquin	MONTHLY	July	807.2			0			
HRT	Heart Lake	37.272	-118.877	10100	3080	San Joaquin	MONTHLY	August	703.29			0			
HRT	Heart Lake	37.272	-118.877	10100	3080	San Joaquin	MONTHLY	September	534.49			0			
HRT	Heart Lake	37.272	-118.877	10100	3080	San Joaquin	MONTHLY	October	345.1			0			
HRT	Heart Lake	37.272	-118.877	10100	3080	San Joaquin	MONTHLY	November	218.43			0			
HRT	Heart Lake	37.272	-118.877	10100	3080	San Joaquin	MONTHLY	December	174.45			0			
HTT	Huntington Lake	37.228	-119.222	7000	2130	San Joaquin	BOTH	January	197.76	12.1610633944925	9.1185880200056	82			
HTT	Huntington Lake	37.228	-119.222	7000	2130	San Joaquin	BOTH	February	273.44	16.6194627999652	9.3356583842201	82	2.01875	3.1377863415153	2
HTT	Huntington Lake	37.228	-119.222	7000	2130	San Joaquin	BOTH	March	465.95	20.6335606266121	11.0225711336312	82	1.11209677419355	0.717371234461837	2
HTT	Huntington Lake	37.228	-119.222	7000	2130	San Joaquin	BOTH	April	610.09	16.4610081640446	12.56046570462	82	-2.98201981351981	5.91009890625384	13
HTT	Huntington Lake	37.228	-119.222	7000	2130	San Joaquin	BOTH	May	748.37	8.51644593924466	11.8367442122158	84	-0.85	1.20208152801713	2
HTT	Huntington Lake	37.228	-119.222	7000	2130	San Joaquin	BOTH	June	766.44	0.327020149126278	0.96699065949969	82			
HTT	Huntington Lake	37.228	-119.222	7000	2130	San Joaquin	BOTH	July	770.25	0.000303627899775932	0.00072742842041908	82			
HTT	Huntington Lake	37.228	-119.222	7000	2130	San Joaquin	BOTH	August	673.59	0.00199979142824227	0.0036636575156677	82			
HTT	Huntington Lake	37.228	-119.222	7000	2130	San Joaquin	BOTH	September	515.22	0	0	29			
HTT	Huntington Lake	37.228	-119.222	7000	2130	San Joaquin	BOTH	October	334.21	0.0869169813062051	0.128647946591119	83			
HTT	Huntington Lake	37.228	-119.222	7000	2130	San Joaquin	BOTH	November	211.18	1.56183781004856	2.1179838880689	83			
HTT	Huntington Lake	37.228	-119.222	7000	2130	San Joaquin	BOTH	December	168.42	5.42380373850128	4.79806056010581	83			
JCM	Jackass Meadow	37.497	-119.33	6950	2120	San Joaquin	MONTHLY	January	199.57			0			
JCM	Jackass Meadow	37.497	-119.33	6950	2120	San Joaquin	MONTHLY	February	276.05	17.2460528440797		12			
JCM	Jackass Meadow	37.497	-119.33	6950	2120	San Joaquin	MONTHLY	March	470.61	22.4610969614589		34			
JCM	Jackass Meadow	37.497	-119.33	6950	2120	San Joaquin	MONTHLY	April	616.45	20.4116056565619		67			
JCM	Jackass Meadow	37.497	-119.33	6950	2120	San Joaquin	MONTHLY	May	756.43	4.80986175443988		42			
JCM	Jackass Meadow	37.497	-119.33	6950	2120	San Joaquin	MONTHLY	June	774.74			0			
JCM	Jackass Meadow	37.497	-119.33	6950	2120	San Joaquin	MONTHLY	July	778.56			0			
JCM	Jackass Meadow	37.497	-119.33	6950	2120	San Joaquin	MONTHLY	August	680.68			0			
JCM	Jackass Meadow	37.497	-119.33	6950	2120	San Joaquin	MONTHLY	September	520.42			0			
JCM	Jackass Meadow	37.497	-119.33	6950	2120	San Joaquin	MONTHLY	October	337.45			0			
JCM	Jackass Meadow	37.497	-119.33	6950	2120	San Joaquin	MONTHLY	November	213.15			0			
JCM	Jackass Meadow	37.497	-119.33	6950	2120	San Joaquin	MONTHLY	December	169.95			0			
KRC	Kerrick Corral	38.177	-119.96	7000	2130	Tuolumne	MONTHLY	January	232.99	3.1732032491493		1			
KRC	Kerrick Corral	38.177	-119.96	7000	2130	Tuolumne	MONTHLY	February	305.99	19.2760108185105		43			
KRC	Kerrick Corral	38.177	-119.96	7000	2130	Tuolumne	MONTHLY	March	486.58	23.9656335556915		44			
KRC	Kerrick Corral	38.177	-119.96	7000	2130	Tuolumne	MONTHLY	April	595.96	20.0546384159612		45			
KRC	Kerrick Corral	38.177	-119.96	7000	2130	Tuolumne	MONTHLY	May	703.53	4.25073556384019		31			
KRC	Kerrick Corral	38.177	-119.96	7000	2130	Tuolumne	MONTHLY	June	709.6			0			
KRC	Kerrick Corral	38.177	-119.96	7000	2130	Tuolumne	MONTHLY	July	719.02			0			
KRC	Kerrick Corral	38.177	-119.96	7000	2130	Tuolumne	MONTHLY	August	648.74			0			
KRC	Kerrick Corral	38.177	-119.96	7000	2130	Tuolumne	MONTHLY	September	526.68			0			
KRC	Kerrick Corral	38.177	-119.96	7000	2130	Tuolumne	MONTHLY	October	367.15			0			
KRC	Kerrick Corral	38.177	-119.96	7000	2130	Tuolumne	MONTHLY	November	246.09			0			
KRC	Kerrick Corral	38.177	-119.96	7000	2130	Tuolumne	MONTHLY	December	201.68			0			
KSP	Kaiser Point	37.3	-119.1	9200	2800	San Joaquin	ONLY_DAILY	January	202.32	14.4163040185621	9.64462951221835	42			
KSP	Kaiser Point	37.3	-119.1	9200	2800	San Joaquin	ONLY_DAILY	February	279.81	21.3115191766362	12.3818096751735	42			
KSP	Kaiser Point	37.3	-119.1	9200	2800	San Joaquin	ONLY_DAILY	March	479.22	28.5589919354839	15.8372677956044	40			
KSP	Kaiser Point	37.3	-119.1	9200	2800	San Joaquin	ONLY_DAILY	April	632.81	28.9016616906022	21.0124880023128	42			
KSP	Kaiser Point	37.3	-119.1	9200	2800	San Joaquin	ONLY_DAILY	May	782.63	17.9577194298575	21.2760881273241	43			
KSP	Kaiser Point	37.3	-119.1	9200	2800	San Joaquin	ONLY_DAILY	June	804.43	5.76184496124031	11.7533334403274	43			
KSP	Kaiser Point	37.3	-119.1	9200	2800	San Joaquin	ONLY_DAILY	July	806.93	0.26032991202346	1.07244030463087	44			
KSP	Kaiser Point	37.3	-119.1	9200	2800	San Joaquin	ONLY_DAILY	August	700.55	0.000777126099706745	0.00515487137503919	44			
KSP	Kaiser Point	37.3	-119.1	9200	2800	San Joaquin	ONLY_DAILY	September	531.11	0.000133333333333333	0.000660578259075816	45			
KSP	Kaiser Point	37.3	-119.1	9200	2800	San Joaquin	ONLY_DAILY	October	342.33	0.136086956521739	0.324164353318681	46			
KSP	Kaiser Point	37.3	-119.1	9200	2800	San Joaquin	ONLY_DAILY	November	215.99	1.6396170212766	1.88841624078166	47			
KSP	Kaiser Point	37.3	-119.1	9200	2800	San Joaquin	ONLY_DAILY	December	172.51	6.71262651972517	5.11861621040454	43			
KSR	Kaiser Pass	37.295	-119.102	9100	2770	San Joaquin	MONTHLY	January	226.41	27.0456679145558		3			
KSR	Kaiser Pass	37.295	-119.102	9100	2770	San Joaquin	MONTHLY	February	306.5	25.6207142452047		43			
KSR	Kaiser Pass	37.295	-119.102	9100	2770	San Joaquin	MONTHLY	March	511.75	31.148638179469		42			
KSR	Kaiser Pass	37.295	-119.102	9100	2770	San Joaquin	MONTHLY	April	660.89	34.4237100388296		70			
KSR	Kaiser Pass	37.295	-119.102	9100	2770	San Joaquin	MONTHLY	May	804.52	25.0748909043314		50			
KSR	Kaiser Pass	37.295	-119.102	9100	2770	San Joaquin	MONTHLY	June	821.81			0			
KSR	Kaiser Pass	37.295	-119.102	9100	2770	San Joaquin	MONTHLY	July	826.95			0			
KSR	Kaiser Pass	37.295	-119.102	9100	2770	San Joaquin	MONTHLY	August	727.5			0			
KSR	Kaiser Pass	37.295	-119.102	9100	2770	San Joaquin	MONTHLY	September	563.25			0			
KSR	Kaiser Pass	37.295	-119.102	9100	2770	San Joaquin	MONTHLY	October	372.23			0			
KSR	Kaiser Pass	37.295	-119.102	9100	2770	San Joaquin	MONTHLY	November	240.56			0			
KSR	Kaiser Pass	37.295	-119.102	9100	2770	San Joaquin	MONTHLY	December	194.46			0			
LKB	Lower Kibbie	38.033	-119.878	6700	2040	Tuolumne	MONTHLY	January	197.34	3.16441978708001		2			
LKB	Lower Kibbie	38.033	-119.878	6700	2040	Tuolumne	MONTHLY	February	266.84	16.506337173441		18			
LKB	Lower Kibbie	38.033	-119.878	6700	2040	Tuolumne	MONTHLY	March	447.62	24.700281905935		22			
LKB	Lower Kibbie	38.033	-119.878	6700	2040	Tuolumne	MONTHLY	April	566.67	22.6925717467255		62			
LKB	Lower Kibbie	38.033	-119.878	6700	2040	Tuolumne	MONTHLY	May	682.75	6.60684070053653		4			
LKB	Lower Kibbie	38.033	-119.878	6700	2040	Tuolumne	MONTHLY	June	695.36			0			
LKB	Lower Kibbie	38.033	-119.878	6700	2040	Tuolumne	MONTHLY	July	700.31			0			
LKB	Lower Kibbie	38.033	-119.878	6700	2040	Tuolumne	MONTHLY	August	621.22			0			
LKB	Lower Kibbie	38.033	-119.878	6700	2040	Tuolumne	MONTHLY	September	490.29			0			
LKB	Lower Kibbie	38.033	-119.878	6700	2040	Tuolumne	MONTHLY	October	325.8			0			
LKB	Lower Kibbie	38.033	-119.878	6700	2040	Tuolumne	MONTHLY	November	209.1			0			
LKB	Lower Kibbie	38.033	-119.878	6700	2040	Tuolumne	MONTHLY	December	169.92			0			
MNP	Mono Pass	37.438	-118.773	11450	3490	San Joaquin	MONTHLY	January	165.85	3.15021245370501		2			
MNP	Mono Pass	37.438	-118.773	11450	3490	San Joaquin	MONTHLY	February	237.07	19.319753349798		43			
MNP	Mono Pass	37.438	-118.773	11450	3490	San Joaquin	MONTHLY	March	418.4	25.2993492687446		45			
MNP	Mono Pass	37.438	-118.773	11450	3490	San Joaquin	MONTHLY	April	567.33	25.9437146431295		50			
MNP	Mono Pass	37.438	-118.773	11450	3490	San Joaquin	MONTHLY	May	713.83	28.2317663372615		13			
MNP	Mono Pass	37.438	-118.773	11450	3490	San Joaquin	MONTHLY	June	740			0			
MNP	Mono Pass	37.438	-118.773	11450	3490	San Joaquin	MONTHLY	July	738.6			0			
MNP	Mono Pass	37.438	-118.773	11450	3490	San Joaquin	MONTHLY	August	632.04			0			
MNP	Mono Pass	37.438	-118.773	11450	3490	San Joaquin	MONTHLY	September	467.63			0			
MNP	Mono Pass	37.438	-118.773	11450	3490	San Joaquin	MONTHLY	October	293.19			0			
MNP	Mono Pass	37.438	-118.773	11450	3490	San Joaquin	MONTHLY	November	177.66			0			
MNP	Mono Pass	37.438	-118.773	11450	3490	San Joaquin	MONTHLY	December	139.79			0			
NGM	New Grace Meadow	38.15	-119.617	8900	2710	Tuolumne	MONTHLY	January	263.98	3.1412573780841		1			
NGM	New Grace Meadow	38.15	-119.617	8900	2710	Tuolumne	MONTHLY	February	340.66	27.0637278314374		4			
NGM	New Grace Meadow	38.15	-119.617	8900	2710	Tuolumne	MONTHLY	March	538.34	43.2757377637406		5			
NGM	New Grace Meadow	38.15	-119.617	8900	2710	Tuolumne	MONTHLY	April	662.46	43.7382478017204		33			
NGM	New Grace Meadow	38.15	-119.617	8900	2710	Tuolumne	MONTHLY	May	777.28	51.6396155982704		3			
NGM	New Grace Meadow	38.15	-119.617	8900	2710	Tuolumne	MONTHLY	June	783			0			
NGM	New Grace Meadow	38.15	-119.617	8900	2710	Tuolumne	MONTHLY	July	793.07			0			
NGM	New Grace Meadow	38.15	-119.617	8900	2710	Tuolumne	MONTHLY	August	719.71			0			
NGM	New Grace Meadow	38.15	-119.617	8900	2710	Tuolumne	MONTHLY	September	583.97			0			
NGM	New Grace Meadow	38.15	-119.617	8900	2710	Tuolumne	MONTHLY	October	407.23			0			
NGM	New Grace Meadow	38.15	-119.617	8900	2710	Tuolumne	MONTHLY	November	277.46			0			
NGM	New Grace Meadow	38.15	-119.617	8900	2710	Tuolumne	MONTHLY	December	230.23			0			
NLL	Nellie Lake	37.257	-119.225	8000	2440	San Joaquin	MONTHLY	January	236.04			0			
NLL	Nellie Lake	37.257	-119.225	8000	2440	San Joaquin	MONTHLY	February	315.65	25.0666193029389		17			
NLL	Nellie Lake	37.257	-119.225	8000	2440	San Joaquin	MONTHLY	March	517.95	33.7443555169311		18			
NLL	Nellie Lake	37.257	-119.225	8000	2440	San Joaquin	MONTHLY	April	657.41	31.9868305698407		17			
NLL	Nellie Lake	37.257	-119.225	8000	2440	San Joaquin	MONTHLY	May	789.33	31.8839456426219		9			
NLL	Nellie Lake	37.257	-119.225	8000	2440	San Joaquin	MONTHLY	June	801.88			0			
NLL	Nellie Lake	37.257	-119.225	8000	2440	San Joaquin	MONTHLY	July	809.13			0			
NLL	Nellie Lake	37.257	-119.225	8000	2440	San Joaquin	MONTHLY	August	720.21			0			
NLL	Nellie Lake	37.257	-119.225	8000	2440	San Joaquin	MONTHLY	September	567.19			0			
NLL	Nellie Lake	37.257	-119.225	8000	2440	San Joaquin	MONTHLY	October	381.61			0			
NLL	Nellie Lake	37.257	-119.225	8000	2440	San Joaquin	MONTHLY	November	250.22			0			
NLL	Nellie Lake	37.257	-119.225	8000	2440	San Joaquin	MONTHLY	December	203.47			0			
PDS	Paradise Meadow	38.047	-119.67	7650	2330	Tuolumne	BOTH	January	231.82	19.6334733649487	10.4226955087655	69			
PDS	Paradise Meadow	38.047	-119.67	7650	2330	Tuolumne	BOTH	February	310.83	28.2963092857324	14.5376946632968	69	2.8788013136289	3.7168613504805	15
PDS	Paradise Meadow	38.047	-119.67	7650	2330	Tuolumne	BOTH	March	508.75	34.2614151551379	16.9147955414915	69	1.0751332398317	5.6662700691438	15
PDS	Paradise Meadow	38.047	-119.67	7650	2330	Tuolumne	BOTH	April	641.79	35.2801204196837	18.531408804452	69	-4.37514035087719	5.70302513217499	19
PDS	Paradise Meadow	38.047	-119.67	7650	2330	Tuolumne	BOTH	May	767.52	20.9824414092043	18.0673660829366	69	-12.8547628083491	8.69094287406061	17
PDS	Paradise Meadow	38.047	-119.67	7650	2330	Tuolumne	BOTH	June	778.51	1.80815584199156	4.18325246605008	69			
PDS	Paradise Meadow	38.047	-119.67	7650	2330	Tuolumne	BOTH	July	786.12	0	0	22			
PDS	Paradise Meadow	38.047	-119.67	7650	2330	Tuolumne	BOTH	August	701.98	0.0315157885484954	0.0509587437437929	69			
PDS	Paradise Meadow	38.047	-119.67	7650	2330	Tuolumne	BOTH	September	556.3	0.0681037993316777	0.102501047117716	69			
PDS	Paradise Meadow	38.047	-119.67	7650	2330	Tuolumne	BOTH	October	375.69	0.395855556428715	0.573802610145231	73			
PDS	Paradise Meadow	38.047	-119.67	7650	2330	Tuolumne	BOTH	November	245.72	2.82140524183412	2.36932975017035	73			
PDS	Paradise Meadow	38.047	-119.67	7650	2330	Tuolumne	BOTH	December	198.48	10.7622949332445	6.33289679566265	70			
PGM	Peregoy Meadows	37.667	-119.625	7000	2130	Merced	MONTHLY	January	205.19			0			
PGM	Peregoy Meadows	37.667	-119.625	7000	2130	Merced	MONTHLY	February	281.93	20.6431462054275		74			
PGM	Peregoy Meadows	37.667	-119.625	7000	2130	Merced	MONTHLY	March	476.85	25.9880090246597		75			
PGM	Peregoy Meadows	37.667	-119.625	7000	2130	Merced	MONTHLY	April	620.47	26.8842703645956		74			
PGM	Peregoy Meadows	37.667	-119.625	7000	2130	Merced	MONTHLY	May	757.77	15.5438625325339		68			
PGM	Peregoy Meadows	37.667	-119.625	7000	2130	Merced	MONTHLY	June	774.72			0			
PGM	Peregoy Meadows	37.667	-119.625	7000	2130	Merced	MONTHLY	July	779.25			0			
PGM	Peregoy Meadows	37.667	-119.625	7000	2130	Merced	MONTHLY	August	683.96			0			
PGM	Peregoy Meadows	37.667	-119.625	7000	2130	Merced	MONTHLY	September	526.24			0			
PGM	Peregoy Meadows	37.667	-119.625	7000	2130	Merced	MONTHLY	October	343.86			0			
PGM	Peregoy Meadows	37.667	-119.625	7000	2130	Merced	MONTHLY	November	218.83			0			
PGM	Peregoy Meadows	37.667	-119.625	7000	2130	Merced	MONTHLY	December	175.15			0			
PMD	Poison Meadow	37.397	-119.518	6800	2070	San Joaquin	MONTHLY	January	238.97			0			
PMD	Poison Meadow	37.397	-119.518	6800	2070	San Joaquin	MONTHLY	February	317.18	17.9233417306407		62			
PMD	Poison Meadow	37.397	-119.518	6800	2070	San Joaquin	MONTHLY	March	513.76	22.9701291478472		62			
PMD	Poison Meadow	37.397	-119.518	6800	2070	San Joaquin	MONTHLY	April	642.76	21.65895137987		64			
PMD	Poison Meadow	37.397	-119.518	6800	2070	San Joaquin	MONTHLY	May	762.37	5.60069572280739		65			
PMD	Poison Meadow	37.397	-119.518	6800	2070	San Joaquin	MONTHLY	June	770.3			0			
PMD	Poison Meadow	37.397	-119.518	6800	2070	San Joaquin	MONTHLY	July	779.46			0			
PMD	Poison Meadow	37.397	-119.518	6800	2070	San Joaquin	MONTHLY	August	701.24			0			
PMD	Poison Meadow	37.397	-119.518	6800	2070	San Joaquin	MONTHLY	September	560.21			0			
PMD	Poison Meadow	37.397	-119.518	6800	2070	San Joaquin	MONTHLY	October	382.18			0			
PMD	Poison Meadow	37.397	-119.518	6800	2070	San Joaquin	MONTHLY	November	252.99			0			
PMD	Poison Meadow	37.397	-119.518	6800	2070	San Joaquin	MONTHLY	December	206.35			0			
PNB	Pioneer Basin	37.457	-118.795	10400	3170	San Joaquin	MONTHLY	January	238.75	15.811167835793		2			
PNB	Pioneer Basin	37.457	-118.795	10400	3170	San Joaquin	MONTHLY	February	319.88	21.5545402678678		44			
PNB	Pioneer Basin	37.457	-118.795	10400	3170	San Joaquin	MONTHLY	March	528.91	28.7390434311713		46			
PNB	Pioneer Basin	37.457	-118.795	10400	3170	San Joaquin	MONTHLY	April	678.11	29.0677103017931		57			
PNB	Pioneer Basin	37.457	-118.795	10400	3170	San Joaquin	MONTHLY	May	822.74	27.0538388299994		19			
PNB	Pioneer Basin	37.457	-118.795	10400	3170	San Joaquin	MONTHLY	June	839.43			0			
PNB	Pioneer Basin	37.457	-118.795	10400	3170	San Joaquin	MONTHLY	July	845.15			0			
PNB	Pioneer Basin	37.457	-118.795	10400	3170	San Joaquin	MONTHLY	August	745.65			0			
PNB	Pioneer Basin	37.457	-118.795	10400	3170	San Joaquin	MONTHLY	September	580.87			0			
PNB	Pioneer Basin	37.457	-118.795	10400	3170	San Joaquin	MONTHLY	October	387.33			0			
PNB	Pioneer Basin	37.457	-118.795	10400	3170	San Joaquin	MONTHLY	November	253.09			0			
PNB	Pioneer Basin	37.457	-118.795	10400	3170	San Joaquin	MONTHLY	December	205.69			0			
PPS	Piute Pass	37.24	-118.687	11300	3440	San Joaquin	MONTHLY	January	246.69			0			
PPS	Piute Pass	37.24	-118.687	11300	3440	San Joaquin	MONTHLY	February	328.69	24.4451848809848		55			
PPS	Piute Pass	37.24	-118.687	11300	3440	San Joaquin	MONTHLY	March	540.71	30.5176759282069		49			
PPS	Piute Pass	37.24	-118.687	11300	3440	San Joaquin	MONTHLY	April	692.04	31.4261025036647		76			
PPS	Piute Pass	37.24	-118.687	11300	3440	San Joaquin	MONTHLY	May	838.86	31.941983790007		36			
PPS	Piute Pass	37.24	-118.687	11300	3440	San Joaquin	MONTHLY	June	855.72			0			
PPS	Piute Pass	37.24	-118.687	11300	3440	San Joaquin	MONTHLY	July	861.57			0			
PPS	Piute Pass	37.24	-118.687	11300	3440	San Joaquin	MONTHLY	August	760.41			0			
PPS	Piute Pass	37.24	-118.687	11300	3440	San Joaquin	MONTHLY	September	593.35			0			
PPS	Piute Pass	37.24	-118.687	11300	3440	San Joaquin	MONTHLY	October	397.31			0			
PPS	Piute Pass	37.24	-118.687	11300	3440	San Joaquin	MONTHLY	November	261.13			0			
PPS	Piute Pass	37.24	-118.687	11300	3440	San Joaquin	MONTHLY	December	213.1			0			
PSR	Poison Ridge	37.403	-119.52	6900	2100	San Joaquin	ONLY_DAILY	January	164.66	11.7250506571087	7.71206703018496	45			
PSR	Poison Ridge	37.403	-119.52	6900	2100	San Joaquin	ONLY_DAILY	February	237.97	19.0353559972505	11.0788325476518	43			
PSR	Poison Ridge	37.403	-119.52	6900	2100	San Joaquin	ONLY_DAILY	March	426.17	23.7997107646477	14.4781986937277	43			
PSR	Poison Ridge	37.403	-119.52	6900	2100	San Joaquin	ONLY_DAILY	April	581.3	19.2973217054264	19.1189033337613	43			
PSR	Poison Ridge	37.403	-119.52	6900	2100	San Joaquin	ONLY_DAILY	May	733.37	8.557951987997	15.3861749748658	43			
PSR	Poison Ridge	37.403	-119.52	6900	2100	San Joaquin	ONLY_DAILY	June	759.16	1.33418604651163	4.85110488767551	43			
PSR	Poison Ridge	37.403	-119.52	6900	2100	San Joaquin	ONLY_DAILY	July	758.82	0.2995857771261	1.9859338256802	44			
PSR	Poison Ridge	37.403	-119.52	6900	2100	San Joaquin	ONLY_DAILY	August	648.39	0.000112201963534362	0.000760990741444631	46			
PSR	Poison Ridge	37.403	-119.52	6900	2100	San Joaquin	ONLY_DAILY	September	477.28	0.000782608695652174	0.0053079104215763	46			
PSR	Poison Ridge	37.403	-119.52	6900	2100	San Joaquin	ONLY_DAILY	October	295.09	0.0488743994509266	0.168666334008701	47			
PSR	Poison Ridge	37.403	-119.52	6900	2100	San Joaquin	ONLY_DAILY	November	177.59	0.890202898550725	1.22282761467072	46			
PSR	Poison Ridge	37.403	-119.52	6900	2100	San Joaquin	ONLY_DAILY	December	138.03	4.97063416763626	4.10144521184407	43			
RFM	Rafferty Meadows	37.837	-119.325	9400	2870	Tuolumne	MONTHLY	January	242.55			0			
RFM	Rafferty Meadows	37.837	-119.325	9400	2870	Tuolumne	MONTHLY	February	322.4	23.4360887590412		49			
RFM	Rafferty Meadows	37.837	-119.325	9400	2870	Tuolumne	MONTHLY	March	527.53	23.966235816983		12			
RFM	Rafferty Meadows	37.837	-119.325	9400	2870	Tuolumne	MONTHLY	April	669.33	28.3291157395833		57			
RFM	Rafferty Meadows	37.837	-119.325	9400	2870	Tuolumne	MONTHLY	May	804.48	24.1998485986121		12			
RFM	Rafferty Meadows	37.837	-119.325	9400	2870	Tuolumne	MONTHLY	June	818.07			0			
RFM	Rafferty Meadows	37.837	-119.325	9400	2870	Tuolumne	MONTHLY	July	825.01			0			
RFM	Rafferty Meadows	37.837	-119.325	9400	2870	Tuolumne	MONTHLY	August	733.44			0			
RFM	Rafferty Meadows	37.837	-119.325	9400	2870	Tuolumne	MONTHLY	September	577.53			0			
RFM	Rafferty Meadows	37.837	-119.325	9400	2870	Tuolumne	MONTHLY	October	389.33			0			
RFM	Rafferty Meadows	37.837	-119.325	9400	2870	Tuolumne	MONTHLY	November	256.62			0			
RFM	Rafferty Meadows	37.837	-119.325	9400	2870	Tuolumne	MONTHLY	December	209.19			0			
RMR	Rose Marie	37.32	-118.872	10000	3050	San Joaquin	MONTHLY	January	238.49	23.5432143586323		1			
RMR	Rose Marie	37.32	-118.872	10000	3050	San Joaquin	MONTHLY	February	319.43	19.5229866854191		44			
RMR	Rose Marie	37.32	-118.872	10000	3050	San Joaquin	MONTHLY	March	526.82	24.4093372880808		51			
RMR	Rose Marie	37.32	-118.872	10000	3050	San Joaquin	MONTHLY	April	676.02	23.9730668304295		62			
RMR	Rose Marie	37.32	-118.872	10000	3050	San Joaquin	MONTHLY	May	818.67	18.19969370151		21			
RMR	Rose Marie	37.32	-118.872	10000	3050	San Joaquin	MONTHLY	June	836.23			0			
RMR	Rose Marie	37.32	-118.872	10000	3050	San Joaquin	MONTHLY	July	841.26			0			
RMR	Rose Marie	37.32	-118.872	10000	3050	San Joaquin	MONTHLY	August	742.66			0			
RMR	Rose Marie	37.32	-118.872	10000	3050	San Joaquin	MONTHLY	September	578.59			0			
RMR	Rose Marie	37.32	-118.872	10000	3050	San Joaquin	MONTHLY	October	386.64			0			
RMR	Rose Marie	37.32	-118.872	10000	3050	San Joaquin	MONTHLY	November	252.72			0			
RMR	Rose Marie	37.32	-118.872	10000	3050	San Joaquin	MONTHLY	December	205.29			0			
